GPC;AttributeName;AttributeID;Description;Options;Required
10005198;Tipo de filtro;CL-A99900249;Seleccione de la lista;1500GL/5678L|Polen|Permanente|Aluminio|Plástico|Combustible|Autolimpieza|530GL/2006L a 800GL/3028L|Bacterias|Recambio|Carbón|Antigrasa|Virus|Papel|Gasolina|Olores|Metálico|Pelusa|Lavable|330GL/1249L|Reutilizable|Hepa|Desmontable|2500GL/9463L|Acero inoxidable|Polvo|Agua|Antiolor;false
10002079;Sistema de inflado;CL-A88800172;Seleccione de la lista;Bomba|Válvula externa de mano|Válvula interna de pie;true
10002079;Plegable;CL-A99900417;¿El producto es Plegable?;Si|No;false
10002081;Tipo silla;A1824480;Selecciona de la lista ;Reclinable|Universitaria|Piso infantil|Piso bar|Fija|Inflable|PC|Puff|Visita|Otomano|Taburete|Masajeadora|Giratoria|Piso|Beanbag|Silla descanso|Comedor|Sillón|Poltrona|Mecedora|Silla bar|Balancín|Piso plegable|Silla infantil|Sofá cama|Banqueta|Sitial|Futón|Ejecutivo|Plegable;true
10002081;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10002081;Apilable;CA-10000461;;Si|No;true
10002081;Plegable;CL-A99900417;¿El producto es Plegable?;Si|No;true
10002083;Impermeable;CA-10000008;¿El producto es Impermeable?;Si|No;false
10002083;Plegable;CL-A99900417;¿El producto es Plegable?;Si|No;true
10002083;Cuenta con correa ajustable;CA-10000222;Indica si tu producto cuenta con correa ajustable;Si|No;false
10002084;Plegable;CL-A99900417;¿El producto es Plegable?;Si|No;true
10002084;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10002084;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;true
10002084;Apilable;CA-10000461;;Si|No;true
10002080;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10002080;Material del relleno;CL-A99900466;Seleccione de la lista;Poliéster|Plumas de ganso|Pelo de caballo|Algodón|Plumas|Gel|Espuma|Fibra sintética|Viscoelástica|Plumas de pato|Látex|Cassata|Poliuretano|Resortes;true
10002080;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;false
10002076;Tipo de encendido;CL-A99900563;Seleccione de la lista;Chispa|Electrónico|Automático|Manual|Piezoeléctrico|Ionizado;false
10002076;Llama regulable;CL-A99900318;Indica si tu producto llama regulable;Si|No;false
10002076;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10004099;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10004099;Cuenta con apagado automático;CL-A88800022;Indica si tu producto cuenta con apagado automático;Si|No;false
10004099;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10002075;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10002097;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10002097;Impermeable;CA-10000008;¿El producto es Impermeable?;Si|No;false
10002097;Cuenta con sistema de calefacción;CA-10000226;Indica si tu producto cuenta con sistema de calefacción;Si|No;false
10002096;Resistencia al impacto;CL-A99900474;¿El producto cuenta con Resistencia al impacto?;Si|No;false
10002096;Cuenta con asiento;CL-A99900066;Indica si tu producto cuenta con asiento;Si|No;false
10004100;Indicador de llenado;CL-A99900293;Indica si tu producto indicador de llenado;Si|No;false
10004100;Cuenta con asiento;CL-A99900066;Indica si tu producto cuenta con asiento;Si|No;false
10004100;Cuenta con portarollos;CA-10000224;Indica si tu producto cuenta con portarollos;Si|No;false
10002069;Varillas;CL-A99900589;Indica si tu producto varillas;Si|No;false
10002069;Material de la varilla;CA-10000471;;Fibra de vidrio|Metal|Plástico|Aluminio;false
10002070;Impermeable;CA-10000008;¿El producto es Impermeable?;Si|No;true
10000406;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000406;Uso lavado;CA-10000476;;Aromatizador|Abrillantador|Detergente|Sales|3 en 1;false
10000636;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000423;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000447;Formato toalla;CA-10000477;;Interfoliada|Rollo;true
10006234;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10006234;Orgánico;CA-10000322;¿El producto es Orgánico?;Si|No;false
10000443;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000405;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000405;Uso limpiador;CA-10000475;;Muebles|Lavandería|Cocina|Multiuso|Outdoor|Baño|Piso;true
10000402;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000696;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10000696;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000740;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000743;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000742;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000741;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;true
10000744;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000424;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000444;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10000694;Formato;CL-A99900260;;Escama|Spray|Granulado|Tableta|Otro|Líquido;true
10006215;Tipo de dispensador;CA-10000478;;Líquido|Hojas;true
10000411;Tipo de plaga;CA-10000325;Seleccione de la lista;Insecto|Roedor|Ardilla|Otro|Topo|Ave;true
10000435;Tipo de plaga;CA-10000325;Seleccione de la lista;Insecto|Roedor|Ardilla|Otro|Topo|Ave;true
10000436;Ecológico;CA-10000324;¿El producto es Ecológico?;Si|No;true
10000436;Tipo de plaga;CA-10000325;Seleccione de la lista;Insecto|Roedor|Ardilla|Otro|Topo|Ave;true
10002125;Cuenta con ruedas;CL-A99900481;Indica si tu producto cuenta con ruedas;Si|No;false
10002125;Mecanismo de accionamiento;CL-A99900349;;Manilla|Sensor|Cadena|Manual|Pedal|Automático;false
10001330;Limpieza;A3074122;;Limpiable con paño húmedo|Limpiable con plumero|Lavable con jabón;false
10001335;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;true
10000732;Edad recomendada;A2152826;Seleccionar la edad recomendada para el uso;Desde 1 año|Desde 5 años|Desde 17 meses|Desde 8 años|Desde 23 meses|Recién nacido|Desde 13 meses|Desde 22 meses|Desde 19 meses|Desde 2 años|Desde 3 años|Desde 12 años|Desde 15 años|Desde 14 años|Desde 14 meses|Desde 18 meses|Desde 9 meses|Desde 6 años|Desde 9 años|Desde 20 meses|Desde 3 meses|Desde 4 años|Desde 16 meses|Desde 10 años|Desde 15 meses|Desde 21 meses|Desde 6 meses|Desde 7 años;true
10001342;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;true
10001343;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;true
10001344;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;true
10001359;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;true
10001348;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;true
10001350;Género;CL-A99000023;Seleccione de la lista;Femenino|Masculino|Unisex;true
10001379;Requiere armado;A1539275;Tu producto, requiere armado?;Si|No;false
10001181;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001177;Tipo producto fijaciones;CA-10000371;Seleccione de la lista;Retráctil|Grapa|Adhesivos|Tarujo|Tornillos|Remache|Clavo|Perno|Fija|Golilla|Roscalata|Desmontable|Empotrable|Sobreponer|Gancho|Pinzas|Succión|Plegable|Hilo|Puntillas|Portátil|Tuerca|Tirafondo|Cinturón;true
10001177;Cuenta con giro 360°;CA-10000372;Indica si tu producto cuenta con giro 360°;Si|No;false
10001184;Altavoz integrado;CL-A99900020;Indica si tu producto altavoz integrado;Si|No;false
10001184;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001189;Altavoz integrado;CL-A99900020;Indica si tu producto altavoz integrado;Si|No;true
10001189;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001190;Altavoz integrado;CL-A99900020;Indica si tu producto altavoz integrado;Si|No;false
10001190;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001191;Altavoz integrado;CL-A99900020;Indica si tu producto altavoz integrado;Si|No;false
10001191;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001196;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001198;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001198;Sistema operativo;CL-A99900505;Seleccione de la lista;Android KitKat|Android|Android Oreo|Android Nougat|Android Marshmallow|Windows|Linux|iOS|Android Pie|Android Lollipop;false
10001198;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10006225;Tipo de señal;CA-10000365;Seleccione de la lista;Antideslizante|Neon|Señalética|Demarcación|LED|Reflectante;true
10006223;Tipo de señal;CA-10000365;Seleccione de la lista;Antideslizante|Neon|Señalética|Demarcación|LED|Reflectante;true
10006224;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001133;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001164;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001164;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001165;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001168;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001168;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001169;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001169;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001166;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001173;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005831;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005831;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001115;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001115;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001109;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001109;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001124;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001108;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001108;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10005741;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005741;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001114;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001114;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10006744;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001149;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001149;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10001150;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001150;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001151;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001151;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001148;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001148;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001154;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001154;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001153;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10006745;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001158;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001158;Calidad de impresión;CA-10000015;Seleccione de la lista;Alta resolución|Media resolución|Baja resolución;true
10001158;Cuenta con WIFI;CL-A99900599;Indica si tu producto cuenta con wifi;Si|No;false
10001158;Formato papel;CL-A88800102;Seleccione de la lista;C2|C4|Oficio|A4|B9|A3|Ejecutivo|A2|B4|B8|B6|C10|C7|A10|B5|A5|C3|A8|Legal|B10|C8|B3|A1|A9|C6|B7|C5|C9|B2|Carta|A6|Sobres|A7|B1|Doble carta|C1;false
10001159;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001159;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001160;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10001160;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10001160;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10001161;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
